"키","분류1","분류2","분류3","검색어","명칭","행정 시","행정 구","행정 동"
"BE_IW16-1091","한식/중식/일식","전통음식","한식 일반","황소식당","황소식당","서울특별시","서초구","양재1동"
"BE_IW16-1092","한식/중식/일식","전통음식","한식 일반","황소집","황소집","서울특별시","종로구","숭인2동"
"BE_IW16-1093","한식/중식/일식","전통음식","한식 일반","황토마을","황토마을","서울특별시","동작구","흑석동"
"BE_IW16-1094","한식/중식/일식","전통음식","한식 일반","황톳길","황톳길","서울특별시","마포구","아현동"
"BE_IW16-1095","한식/중식/일식","전통음식","한식 일반","황학정","황학정","서울특별시","종로구","사직동"
"BE_IW16-0387","한식/중식/일식","전통음식","한식 일반","본가","본가","서울특별시","성북구","장위2동"
"BE_IW16-0388","한식/중식/일식","전통음식","한식 일반","봉산옥","봉산옥","서울특별시","서초구","서초3동"
"BE_IW16-0389","한식/중식/일식","전통음식","한식 일반","봉산집","봉산집","서울특별시","용산구","한강로동"
"BE_IW16-0390","한식/중식/일식","전통음식","한식 일반","봉우리","봉우리","서울특별시","서초구","서초3동"
"BE_IW16-0391","한식/중식/일식","전통음식","한식 일반","봉추찜닭","봉추찜닭","서울특별시","강남구","압구정동"
"BE_IW16-0392","한식/중식/일식","전통음식","한식 일반","봉추찜닭","봉추찜닭","서울특별시","강북구","송중동"
"BE_IW16-0393","한식/중식/일식","전통음식","한식 일반","봉추찜닭","봉추찜닭","서울특별시","성동구","사근동"
"BE_IW16-0394","한식/중식/일식","전통음식","한식 일반","봉추찜닭","봉추찜닭","서울특별시","성북구","동선동"
"BE_IW16-0395","한식/중식/일식","전통음식","한식 일반","봉피양","봉피양","서울특별시","송파구","방이1동"
"BE_IW16-0396","한식/중식/일식","전통음식","한식 일반","봉희설렁탕","봉희설렁탕","서울특별시","은평구","증산동"
"BE_IW16-0397","한식/중식/일식","전통음식","한식 일반","부뚜막","부뚜막","서울특별시","서초구","서초3동"
"BE_IW16-0398","한식/중식/일식","전통음식","한식 일반","부림정숯불갈비","부림정숯불갈비","서울특별시","광진구","자양4동"
"BE_IW16-0399","한식/중식/일식","전통음식","한식 일반","부민옥","부민옥","서울특별시","중구","명동"
"BE_IW16-0400","한식/중식/일식","전통음식","한식 일반","부산복집","부산복집","서울특별시","동대문구","장안1동"
"BE_IW16-0997","한식/중식/일식","전통음식","한식 일반","한성관","한성관","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0574","한식/중식/일식","전통음식","한식 일반","양마니","양마니","서울특별시","영등포구","여의동"
"BE_IW16-0575","한식/중식/일식","전통음식","한식 일반","양마니청담점","양마니청담점","서울특별시","강남구","청담동"
"BE_IW16-0576","한식/중식/일식","전통음식","한식 일반","양미옥/코엑스점","양미옥코엑스점","서울특별시","강남구","삼성1동"
"BE_IW16-0577","한식/중식/일식","전통음식","한식 일반","양조장","양조장","서울특별시","강남구","역삼1동"
"BE_IW16-0578","한식/중식/일식","전통음식","한식 일반","양촌리","양촌리","서울특별시","광진구","구의3동"
"BE_IW16-0579","한식/중식/일식","전통음식","한식 일반","양촌리","양촌리","서울특별시","강남구","논현2동"
"BE_IW16-0580","한식/중식/일식","전통음식","한식 일반","양촌리","양촌리","서울특별시","영등포구","영등포동"
"BE_IW16-0581","한식/중식/일식","전통음식","한식 일반","양평해장국","양평해장국","서울특별시","노원구","월계1동"
"BE_IW16-0582","한식/중식/일식","전통음식","한식 일반","어랑","어랑","서울특별시","강북구","우이동"
"BE_IW16-0583","한식/중식/일식","전통음식","한식 일반","언덕","언덕","서울특별시","강북구","우이동"
"BE_IW16-0584","한식/중식/일식","전통음식","한식 일반","엄마손","엄마손","서울특별시","동작구","상도1동"
"BE_IW16-0585","한식/중식/일식","전통음식","한식 일반","엄마손식당","엄마손식당","서울특별시","양천구","목4동"
"BE_IW16-0586","한식/중식/일식","전통음식","한식 일반","엄마손칼국수","엄마손칼국수","서울특별시","강동구","천호1동"
"BE_IW16-0587","한식/중식/일식","전통음식","한식 일반","엄청한우정","엄청한우정","서울특별시","서초구","양재2동"
"BE_IW16-0588","한식/중식/일식","전통음식","한식 일반","여수오동도","여수오동도","서울특별시","강남구","대치4동"
"BE_IW16-0589","한식/중식/일식","전통음식","한식 일반","역전회관","역전회관","서울특별시","마포구","염리동"
"BE_IW16-0590","한식/중식/일식","전통음식","한식 일반","연타발","연타발","서울특별시","강남구","압구정동"
"BE_IW16-0591","한식/중식/일식","전통음식","한식 일반","연타발","연타발","서울특별시","송파구","방이2동"
"BE_IW16-0592","한식/중식/일식","전통음식","한식 일반","연희동칼국수","연희동칼국수","서울특별시","서대문구","연희동"
"BE_IW16-0593","한식/중식/일식","전통음식","한식 일반","열차집","열차집","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0594","한식/중식/일식","전통음식","한식 일반","영광식당","영광식당","서울특별시","관악구","서림동"
"BE_IW16-0595","한식/중식/일식","전통음식","한식 일반","영동설렁탕","영동설렁탕","서울특별시","서초구","잠원동"
"BE_IW16-0596","한식/중식/일식","전통음식","한식 일반","영보","영보","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0597","한식/중식/일식","전통음식","한식 일반","영산강","영산강","서울특별시","중랑구","면목2동"
"BE_IW16-0598","한식/중식/일식","전통음식","한식 일반","영산강","영산강","서울특별시","금천구","독산3동"
"BE_IW16-0599","한식/중식/일식","전통음식","한식 일반","영산강","영산강","서울특별시","광진구","자양2동"
"BE_IW16-0600","한식/중식/일식","전통음식","한식 일반","영양센터","영양센터","서울특별시","동대문구","전농1동"
"BE_IW16-0601","한식/중식/일식","전통음식","한식 일반","영천영화","영천영화","서울특별시","강남구","청담동"
"BE_IW16-0602","한식/중식/일식","전통음식","한식 일반","예가","예가","서울특별시","노원구","중계본동"
"BE_IW16-0603","한식/중식/일식","전통음식","한식 일반","예당","예당","서울특별시","강남구","압구정동"
"BE_IW16-0604","한식/중식/일식","전통음식","한식 일반","예소담","예소담","서울특별시","구로구","구로5동"
"BE_IW16-0605","한식/중식/일식","전통음식","한식 일반","예원","예원","서울특별시","강남구","역삼1동"
"BE_IW16-0606","한식/중식/일식","전통음식","한식 일반","예전","예전","서울특별시","서초구","서초1동"
"BE_IW16-0607","한식/중식/일식","전통음식","한식 일반","예촌","예촌","서울특별시","서초구","서초2동"
"BE_IW16-0608","한식/중식/일식","전통음식","한식 일반","예향","예향","서울특별시","강남구","대치2동"
"BE_IW16-0609","한식/중식/일식","전통음식","한식 일반","예향","예향","서울특별시","강남구","삼성2동"
"BE_IW16-0610","한식/중식/일식","전통음식","한식 일반","예향","예향","서울특별시","강남구","역삼1동"
"BE_IW16-0611","한식/중식/일식","전통음식","한식 일반","옛고을","옛고을","서울특별시","송파구","가락2동"
"BE_IW16-0612","한식/중식/일식","전통음식","한식 일반","옛골토성","옛골토성","서울특별시","종로구","평창동"
"BE_IW16-0613","한식/중식/일식","전통음식","한식 일반","옛골토성","옛골토성","서울특별시","중랑구","상봉2동"
"BE_IW16-0614","한식/중식/일식","전통음식","한식 일반","옛골토성","옛골토성","서울특별시","서초구","방배4동"
"BE_IW16-0615","한식/중식/일식","전통음식","한식 일반","옛골토성","옛골토성","서울특별시","강서구","등촌3동"
"BE_IW16-0616","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","종로구","혜화동"
"BE_IW16-0617","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","강남구","역삼1동"
"BE_IW16-0618","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","강남구","도곡1동"
"BE_IW16-0619","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","강북구","송중동"
"BE_IW16-0620","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","강동구","천호3동"
"BE_IW16-0621","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","강서구","염창동"
"BE_IW16-0622","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","성북구","길음2동"
"BE_IW16-0623","한식/중식/일식","전통음식","한식 일반","옛날농장","옛날농장","서울특별시","성동구","금호4가동"
"BE_IW16-0624","한식/중식/일식","전통음식","한식 일반","옛날민속집","옛날민속집","서울특별시","종로구","평창동"
"BE_IW16-0625","한식/중식/일식","전통음식","한식 일반","옛날집","옛날집","서울특별시","마포구","서교동"
"BE_IW16-0626","한식/중식/일식","전통음식","한식 일반","옛날집","옛날집","서울특별시","관악구","신림동"
"BE_IW16-0627","한식/중식/일식","전통음식","한식 일반","옛날집","옛날집","서울특별시","강서구","화곡6동"
"BE_IW16-0628","한식/중식/일식","전통음식","한식 일반","옛날집","옛날집","서울특별시","서대문구","홍제1동"
"BE_IW16-0940","한식/중식/일식","전통음식","한식 일반","토방","토방","서울특별시","은평구","응암1동"
"BE_IW16-0402","한식/중식/일식","전통음식","한식 일반","부산복집","부산복집","서울특별시","송파구","오금동"
"BE_IW16-0403","한식/중식/일식","전통음식","한식 일반","부산복집","부산복집","서울특별시","종로구","사직동"
"BE_IW16-0404","한식/중식/일식","전통음식","한식 일반","부산식당","부산식당","서울특별시","동대문구","청량리동"
"BE_IW16-0405","한식/중식/일식","전통음식","한식 일반","부산식당","부산식당","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0406","한식/중식/일식","전통음식","한식 일반","부산집","부산집","서울특별시","강남구","논현1동"
"BE_IW16-0407","한식/중식/일식","전통음식","한식 일반","부일갈비","부일갈비","서울특별시","영등포구","영등포동"
"BE_IW16-0408","한식/중식/일식","전통음식","한식 일반","북악정","북악정","서울특별시","종로구","평창동"
"BE_IW16-0409","한식/중식/일식","전통음식","한식 일반","북촌","북촌","서울특별시","성북구","동선동"
"BE_IW16-0410","한식/중식/일식","전통음식","한식 일반","사동면옥","사동면옥","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0411","한식/중식/일식","전통음식","한식 일반","사랑방","사랑방","서울특별시","마포구","공덕동"
"BE_IW16-0412","한식/중식/일식","전통음식","한식 일반","사랑방","사랑방","서울특별시","강북구","우이동"
"BE_IW16-0413","한식/중식/일식","전통음식","한식 일반","사랑방","사랑방","서울특별시","종로구","이화동"
"BE_IW16-0414","한식/중식/일식","전통음식","한식 일반","사랑채","사랑채","서울특별시","송파구","문정1동"
"BE_IW16-0415","한식/중식/일식","전통음식","한식 일반","사랑채","사랑채","서울특별시","서초구","방배1동"
"BE_IW16-0416","한식/중식/일식","전통음식","한식 일반","사리원","사리원","서울특별시","동작구","상도1동"
"BE_IW16-0417","한식/중식/일식","전통음식","한식 일반","사리원","사리원","서울특별시","도봉구","방학1동"
"BE_IW16-0418","한식/중식/일식","전통음식","한식 일반","사조회참치","사조회참치","서울특별시","영등포구","당산2동"
"BE_IW16-0419","한식/중식/일식","전통음식","한식 일반","산고수장","산고수장","서울특별시","서초구","내곡동"
"BE_IW16-0420","한식/중식/일식","전통음식","한식 일반","산골식당","산골식당","서울특별시","성북구","석관동"
"BE_IW16-0421","한식/중식/일식","전통음식","한식 일반","산마루","산마루","서울특별시","관악구","남현동"
"BE_IW16-0422","한식/중식/일식","전통음식","한식 일반","산사랑","산사랑","서울특별시","강북구","우이동"
"BE_IW16-0423","한식/중식/일식","전통음식","한식 일반","산속가든","산속가든","서울특별시","강동구","고덕2동"
"BE_IW16-0424","한식/중식/일식","전통음식","한식 일반","산수갑산","산수갑산","서울특별시","관악구","남현동"
"BE_IW16-0425","한식/중식/일식","전통음식","한식 일반","산수정","산수정","서울특별시","성동구","성수2가3동"
"BE_IW16-0426","한식/중식/일식","전통음식","한식 일반","산수정","산수정","서울특별시","은평구","구산동"
"BE_IW16-0427","한식/중식/일식","전통음식","한식 일반","산수정","산수정","서울특별시","서초구","내곡동"
"BE_IW16-0428","한식/중식/일식","전통음식","한식 일반","산에산유황오리","산에산유황오리","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0429","한식/중식/일식","전통음식","한식 일반","산울","산울","서울특별시","광진구","광장동"
"BE_IW16-0430","한식/중식/일식","전통음식","한식 일반","산유화","산유화","서울특별시","종로구","평창동"
"BE_IW16-0431","한식/중식/일식","전통음식","한식 일반","산유화","산유화","서울특별시","중구","장충동"
"BE_IW16-0432","한식/중식/일식","전통음식","한식 일반","산장가든","산장가든","서울특별시","강동구","둔촌2동"
"BE_IW16-0433","한식/중식/일식","전통음식","한식 일반","산정","산정","서울특별시","강남구","논현2동"
"BE_IW16-0434","한식/중식/일식","전통음식","한식 일반","산촌","산촌","서울특별시","강북구","우이동"
"BE_IW16-0435","한식/중식/일식","전통음식","한식 일반","산호","산호","서울특별시","강남구","신사동"
"BE_IW16-0884","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","강동구","천호3동"
"BE_IW16-0718","한식/중식/일식","전통음식","한식 일반","은행나무집","은행나무집","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0719","한식/중식/일식","전통음식","한식 일반","을지로골뱅이","을지로골뱅이","서울특별시","송파구","장지동"
"BE_IW16-0720","한식/중식/일식","전통음식","한식 일반","의정부부대찌개","의정부부대찌개","서울특별시","관악구","대학동"
"BE_IW16-0721","한식/중식/일식","전통음식","한식 일반","의정부부대찌개","의정부부대찌개","서울특별시","서초구","양재2동"
"BE_IW16-0722","한식/중식/일식","전통음식","한식 일반","의정부부대찌개","의정부부대찌개","서울특별시","서초구","방배본동"
"BE_IW16-0723","한식/중식/일식","전통음식","한식 일반","이가네","이가네","서울특별시","강북구","번1동"
"BE_IW16-0724","한식/중식/일식","전통음식","한식 일반","이가네","이가네","서울특별시","동작구","사당1동"
"BE_IW16-0725","한식/중식/일식","전통음식","한식 일반","이가면옥","이가면옥","서울특별시","종로구","사직동"
"BE_IW16-0726","한식/중식/일식","전통음식","한식 일반","이남장/삼성동지점","이남장삼성동지점","서울특별시","강남구","삼성1동"
"BE_IW16-0727","한식/중식/일식","전통음식","한식 일반","이랑","이랑","서울특별시","강서구","화곡6동"
"BE_IW16-0728","한식/중식/일식","전통음식","한식 일반","이상갈비명가/노원점","이상갈비명가노원점","서울특별시","노원구","상계2동"
"BE_IW16-0729","한식/중식/일식","전통음식","한식 일반","이상누룽지백숙/정릉본점","이상누룽지백숙정릉본점","서울특별시","성북구","정릉3동"
"BE_IW16-0730","한식/중식/일식","전통음식","한식 일반","이스트빌리지","이스트빌리지","서울특별시","강남구","압구정동"
"BE_IW16-0731","한식/중식/일식","전통음식","한식 일반","이조갈비","이조갈비","서울특별시","은평구","응암3동"
"BE_IW16-0732","한식/중식/일식","전통음식","한식 일반","이천","이천","서울특별시","성동구","행당1동"
"BE_IW16-0733","한식/중식/일식","전통음식","한식 일반","인사동그집","인사동그집","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0734","한식/중식/일식","전통음식","한식 일반","인수봉","인수봉","서울특별시","강북구","우이동"
"BE_IW16-0735","한식/중식/일식","전통음식","한식 일반","일미","일미","서울특별시","동대문구","회기동"
"BE_IW16-0736","한식/중식/일식","전통음식","한식 일반","일미식당","일미식당","서울특별시","강남구","세곡동"
"BE_IW16-0737","한식/중식/일식","전통음식","한식 일반","일미식당","일미식당","서울특별시","서대문구","충현동"
"BE_IW16-0738","한식/중식/일식","전통음식","한식 일반","일출기사식당","일출기사식당","서울특별시","양천구","신월7동"
"BE_IW16-0739","한식/중식/일식","전통음식","한식 일반","임진강","임진강","서울특별시","광진구","중곡2동"
"BE_IW16-0740","한식/중식/일식","전통음식","한식 일반","자매식당","자매식당","서울특별시","성동구","용답동"
"BE_IW16-0741","한식/중식/일식","전통음식","한식 일반","자매식당","자매식당","서울특별시","강북구","송중동"
"BE_IW16-0742","한식/중식/일식","전통음식","한식 일반","자산어보","자산어보","서울특별시","서초구","서초2동"
"BE_IW16-0743","한식/중식/일식","전통음식","한식 일반","자유식당","자유식당","서울특별시","마포구","망원2동"
"BE_IW16-0744","한식/중식/일식","전통음식","한식 일반","잔치국수","잔치국수","서울특별시","관악구","난곡동"
"BE_IW16-0745","한식/중식/일식","전통음식","한식 일반","잔치집","잔치집","서울특별시","영등포구","영등포동"
"BE_IW16-0746","한식/중식/일식","전통음식","한식 일반","잠실마당","잠실마당","서울특별시","송파구","잠실본동"
"BE_IW16-0747","한식/중식/일식","전통음식","한식 일반","장가네곱창","장가네곱창","서울특별시","마포구","용강동"
"BE_IW16-0748","한식/중식/일식","전통음식","한식 일반","장강","장강","서울특별시","마포구","용강동"
"BE_IW16-0749","한식/중식/일식","전통음식","한식 일반","장군갈비","장군갈비","서울특별시","광진구","중곡2동"
"BE_IW16-0750","한식/중식/일식","전통음식","한식 일반","장군집","장군집","서울특별시","관악구","중앙동"
"BE_IW16-0751","한식/중식/일식","전통음식","한식 일반","장독대","장독대","서울특별시","종로구","평창동"
"BE_IW16-0752","한식/중식/일식","전통음식","한식 일반","장미","장미","서울특별시","종로구","종로5.6가동"
"BE_IW16-0753","한식/중식/일식","전통음식","한식 일반","장사랑","장사랑","서울특별시","강남구","압구정동"
"BE_IW16-0754","한식/중식/일식","전통음식","한식 일반","장수갈비","장수갈비","서울특별시","강북구","수유1동"
"BE_IW16-0755","한식/중식/일식","전통음식","한식 일반","장수갈비","장수갈비","서울특별시","중구","소공동"
"BE_IW16-0756","한식/중식/일식","전통음식","한식 일반","장수갈비","장수갈비","서울특별시","광진구","군자동"
"BE_IW16-0757","한식/중식/일식","전통음식","한식 일반","장수사철탕","장수사철탕","서울특별시","강북구","인수동"
"BE_IW16-0758","한식/중식/일식","전통음식","한식 일반","장수식당","장수식당","서울특별시","서초구","서초2동"
"BE_IW16-0759","한식/중식/일식","전통음식","한식 일반","장수식당","장수식당","서울특별시","중랑구","면목본동"
"BE_IW16-0760","한식/중식/일식","전통음식","한식 일반","장수원","장수원","서울특별시","서초구","방배본동"
"BE_IW16-0761","한식/중식/일식","전통음식","한식 일반","장수원","장수원","서울특별시","강서구","화곡6동"
"BE_IW16-0762","한식/중식/일식","전통음식","한식 일반","장수집","장수집","서울특별시","은평구","응암3동"
"BE_IW16-0763","한식/중식/일식","전통음식","한식 일반","장수촌","장수촌","서울특별시","서대문구","홍은2동"
"BE_IW16-0764","한식/중식/일식","전통음식","한식 일반","장수회관","장수회관","서울특별시","마포구","성산2동"
"BE_IW16-0765","한식/중식/일식","전통음식","한식 일반","장안칼국수","장안칼국수","서울특별시","강북구","수유2동"
"BE_IW16-0766","한식/중식/일식","전통음식","한식 일반","장어촌","장어촌","서울특별시","강남구","역삼1동"
"BE_IW16-0767","한식/중식/일식","전통음식","한식 일반","장어촌","장어촌","서울특별시","송파구","방이1동"
"BE_IW16-0768","한식/중식/일식","전통음식","한식 일반","장원","장원","서울특별시","강동구","천호1동"
"BE_IW16-0769","한식/중식/일식","전통음식","한식 일반","장위동유성집","장위동유성집","서울특별시","중랑구","중화1동"
"BE_IW16-0770","한식/중식/일식","전통음식","한식 일반","장위동유성집","장위동유성집","서울특별시","강동구","길동"
"BE_IW16-0771","한식/중식/일식","전통음식","한식 일반","장충동왕족발","장충동왕족발","서울특별시","관악구","신사동"
"BE_IW16-0772","한식/중식/일식","전통음식","한식 일반","장충왕족발","장충왕족발","서울특별시","중랑구","상봉2동"
"BE_IW16-0663","한식/중식/일식","전통음식","한식 일반","왕십리곱창","왕십리곱창","서울특별시","관악구","삼성동"
"BE_IW16-0664","한식/중식/일식","전통음식","한식 일반","왕십리곱창","왕십리곱창","서울특별시","성동구","성수1가1동"
"BE_IW16-0665","한식/중식/일식","전통음식","한식 일반","외가집","외가집","서울특별시","서초구","잠원동"
"BE_IW16-0666","한식/중식/일식","전통음식","한식 일반","외가집","외가집","서울특별시","성동구","성수2가3동"
"BE_IW16-0667","한식/중식/일식","전통음식","한식 일반","외갓집","외갓집","서울특별시","강북구","미아동"
"BE_IW16-0668","한식/중식/일식","전통음식","한식 일반","외갓집","외갓집","서울특별시","강서구","화곡6동"
"BE_IW16-0669","한식/중식/일식","전통음식","한식 일반","외고집설렁탕","외고집설렁탕","서울특별시","강남구","대치4동"
"BE_IW16-0670","한식/중식/일식","전통음식","한식 일반","요기본점","요기본점","서울특별시","마포구","서강동"
"BE_IW16-0671","한식/중식/일식","전통음식","한식 일반","용궁가든","용궁가든","서울특별시","종로구","창신3동"
"BE_IW16-0672","한식/중식/일식","전통음식","한식 일반","용수산","용수산","서울특별시","서초구","반포4동"
"BE_IW16-0673","한식/중식/일식","전통음식","한식 일반","용수산삼청점","용수산삼청점","서울특별시","종로구","삼청동"
"BE_IW16-0674","한식/중식/일식","전통음식","한식 일반","우가촌","우가촌","서울특별시","서초구","양재2동"
"BE_IW16-0675","한식/중식/일식","전통음식","한식 일반","우래옥","우래옥","서울특별시","중구","을지로동"
"BE_IW16-0676","한식/중식/일식","전통음식","한식 일반","우래옥","우래옥","서울특별시","강남구","대치2동"
"BE_IW16-0677","한식/중식/일식","전통음식","한식 일반","우리강산","우리강산","서울특별시","송파구","방이1동"
"BE_IW16-0678","한식/중식/일식","전통음식","한식 일반","우리밀국시","우리밀국시","서울특별시","성북구","성북동"
"BE_IW16-0679","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","동대문구","용신동"
"BE_IW16-0680","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","구로구","고척2동"
"BE_IW16-0681","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","중구","회현동"
"BE_IW16-0682","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","중구","동화동"
"BE_IW16-0683","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","영등포구","당산2동"
"BE_IW16-0684","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","강북구","인수동"
"BE_IW16-0685","한식/중식/일식","전통음식","한식 일반","우리식당","우리식당","서울특별시","마포구","성산1동"
"BE_IW16-0686","한식/중식/일식","전통음식","한식 일반","우리집","우리집","서울특별시","용산구","한남동"
"BE_IW16-0687","한식/중식/일식","전통음식","한식 일반","우미각","우미각","서울특별시","강남구","도곡1동"
"BE_IW16-0688","한식/중식/일식","전통음식","한식 일반","우미관","우미관","서울특별시","도봉구","창1동"
"BE_IW16-0689","한식/중식/일식","전통음식","한식 일반","우원","우원","서울특별시","종로구","가회동"
"BE_IW16-0690","한식/중식/일식","전통음식","한식 일반","우정식당","우정식당","서울특별시","서초구","서초3동"
"BE_IW16-0691","한식/중식/일식","전통음식","한식 일반","우정식당","우정식당","서울특별시","관악구","중앙동"
"BE_IW16-0692","한식/중식/일식","전통음식","한식 일반","우정식당","우정식당","서울특별시","용산구","한남동"
"BE_IW16-0693","한식/중식/일식","전통음식","한식 일반","우촌","우촌","서울특별시","서대문구","신촌동"
"BE_IW16-0694","한식/중식/일식","전통음식","한식 일반","울돌목가는길","울돌목가는길","서울특별시","서초구","서초3동"
"BE_IW16-0695","한식/중식/일식","전통음식","한식 일반","원광","원광","서울특별시","강남구","논현1동"
"BE_IW16-0696","한식/중식/일식","전통음식","한식 일반","원광","원광","서울특별시","송파구","삼전동"
"BE_IW16-0697","한식/중식/일식","전통음식","한식 일반","원두막","원두막","서울특별시","양천구","신정2동"
"BE_IW16-0698","한식/중식/일식","전통음식","한식 일반","원조쌈밥","원조쌈밥","서울특별시","강남구","논현1동"
"BE_IW16-0699","한식/중식/일식","전통음식","한식 일반","원주추어탕","원주추어탕","서울특별시","강동구","천호2동"
"BE_IW16-0700","한식/중식/일식","전통음식","한식 일반","원할머니본가","원할머니본가","서울특별시","중구","황학동"
"BE_IW16-0701","한식/중식/일식","전통음식","한식 일반","월향","월향","서울특별시","용산구","한남동"
"BE_IW16-0702","한식/중식/일식","전통음식","한식 일반","위대한밥상영광/강남역","위대한밥상영광강남역","서울특별시","서초구","서초4동"
"BE_IW16-0703","한식/중식/일식","전통음식","한식 일반","유다","유다","서울특별시","서초구","반포4동"
"BE_IW16-0704","한식/중식/일식","전통음식","한식 일반","유림","유림","서울특별시","종로구","사직동"
"BE_IW16-0705","한식/중식/일식","전통음식","한식 일반","유정","유정","서울특별시","성북구","종암동"
"BE_IW16-0706","한식/중식/일식","전통음식","한식 일반","유정","유정","서울특별시","영등포구","영등포동"
"BE_IW16-0707","한식/중식/일식","전통음식","한식 일반","유정식당","유정식당","서울특별시","금천구","시흥1동"
"BE_IW16-0708","한식/중식/일식","전통음식","한식 일반","유정식당","유정식당","서울특별시","성북구","종암동"
"BE_IW16-0709","한식/중식/일식","전통음식","한식 일반","유진","유진","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0710","한식/중식/일식","전통음식","한식 일반","유진회수산","유진회수산","서울특별시","광진구","중곡1동"
"BE_IW16-0711","한식/중식/일식","전통음식","한식 일반","육일구립","육일구립","서울특별시","서대문구","신촌동"
"BE_IW16-0712","한식/중식/일식","전통음식","한식 일반","육칠팔","육칠팔","서울특별시","마포구","서교동"
"BE_IW16-0713","한식/중식/일식","전통음식","한식 일반","은성회관","은성회관","서울특별시","관악구","신림동"
"BE_IW16-0714","한식/중식/일식","전통음식","한식 일반","은행나무","은행나무","서울특별시","마포구","서교동"
"BE_IW16-0715","한식/중식/일식","전통음식","한식 일반","은행나무","은행나무","서울특별시","영등포구","양평1동"
"BE_IW16-0716","한식/중식/일식","전통음식","한식 일반","은행나무집","은행나무집","서울특별시","서초구","내곡동"
