"키","분류1","분류2","분류3","검색어","명칭","행정 시","행정 구","행정 동"
"BE_IW16-0717","한식/중식/일식","전통음식","한식 일반","은행나무집","은행나무집","서울특별시","중랑구","신내1동"
"BE_IW16-0773","한식/중식/일식","전통음식","한식 일반","잼배옥","잼배옥","서울특별시","중구","소공동"
"BE_IW16-0774","한식/중식/일식","전통음식","한식 일반","전원","전원","서울특별시","강남구","역삼2동"
"BE_IW16-0775","한식/중식/일식","전통음식","한식 일반","전원","전원","서울특별시","중구","장충동"
"BE_IW16-0776","한식/중식/일식","전통음식","한식 일반","전원가든","전원가든","서울특별시","서초구","내곡동"
"BE_IW16-0777","한식/중식/일식","전통음식","한식 일반","전원쌈밥","전원쌈밥","서울특별시","은평구","불광1동"
"BE_IW16-0778","한식/중식/일식","전통음식","한식 일반","전원일기","전원일기","서울특별시","강서구","발산1동"
"BE_IW16-0779","한식/중식/일식","전통음식","한식 일반","전주밥상","전주밥상","서울특별시","은평구","응암1동"
"BE_IW16-0780","한식/중식/일식","전통음식","한식 일반","전주밥상","전주밥상","서울특별시","광진구","화양동"
"BE_IW16-0781","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","강남구","논현2동"
"BE_IW16-0782","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","종로구","창신2동"
"BE_IW16-0783","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","동작구","상도3동"
"BE_IW16-0784","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","마포구","대흥동"
"BE_IW16-0785","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","영등포구","신길4동"
"BE_IW16-0786","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","용산구","청파동"
"BE_IW16-0787","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","송파구","석촌동"
"BE_IW16-0788","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","성동구","성수2가1동"
"BE_IW16-0789","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","영등포구","문래동"
"BE_IW16-0790","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","강서구","화곡4동"
"BE_IW16-0791","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","은평구","진관동"
"BE_IW16-0792","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","관악구","조원동"
"BE_IW16-0793","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","중구","신당5동"
"BE_IW16-0794","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","강북구","인수동"
"BE_IW16-0795","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","종로구","청운효자동"
"BE_IW16-0796","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","성동구","성수2가1동"
"BE_IW16-0797","한식/중식/일식","전통음식","한식 일반","전주식당","전주식당","서울특별시","성북구","길음2동"
"BE_IW16-0798","한식/중식/일식","전통음식","한식 일반","전주영양탕","전주영양탕","서울특별시","강북구","삼양동"
"BE_IW16-0799","한식/중식/일식","전통음식","한식 일반","전주콩나물국밥","전주콩나물국밥","서울특별시","송파구","잠실본동"
"BE_IW16-0800","한식/중식/일식","전통음식","한식 일반","전주해장국","전주해장국","서울특별시","송파구","거여1동"
"BE_IW16-0801","한식/중식/일식","전통음식","한식 일반","정가네","정가네","서울특별시","성동구","왕십리2동"
"BE_IW16-0802","한식/중식/일식","전통음식","한식 일반","정가네","정가네","서울특별시","강북구","우이동"
"BE_IW16-0803","한식/중식/일식","전통음식","한식 일반","정동진","정동진","서울특별시","동작구","노량진1동"
"BE_IW16-0804","한식/중식/일식","전통음식","한식 일반","정선","정선","서울특별시","송파구","가락2동"
"BE_IW16-0805","한식/중식/일식","전통음식","한식 일반","정원","정원","서울특별시","서대문구","홍은1동"
"BE_IW16-0806","한식/중식/일식","전통음식","한식 일반","정원","정원","서울특별시","강남구","청담동"
"BE_IW16-0807","한식/중식/일식","전통음식","한식 일반","정육점식당","정육점식당","서울특별시","강북구","수유3동"
"BE_IW16-0808","한식/중식/일식","전통음식","한식 일반","정읍","정읍","서울특별시","성북구","장위1동"
"BE_IW16-0809","한식/중식/일식","전통음식","한식 일반","정일품","정일품","서울특별시","서초구","서초3동"
"BE_IW16-0810","한식/중식/일식","전통음식","한식 일반","제비원","제비원","서울특별시","송파구","잠실본동"
"BE_IW16-0811","한식/중식/일식","전통음식","한식 일반","제일","제일","서울특별시","성동구","성수2가3동"
"BE_IW16-0812","한식/중식/일식","전통음식","한식 일반","제일가든","제일가든","서울특별시","중구","명동"
"BE_IW16-0813","한식/중식/일식","전통음식","한식 일반","제주뚝배기","제주뚝배기","서울특별시","송파구","방이1동"
"BE_IW16-0814","한식/중식/일식","전통음식","한식 일반","제주은갈치","제주은갈치","서울특별시","관악구","청룡동"
"BE_IW16-0815","한식/중식/일식","전통음식","한식 일반","제주항","제주항","서울특별시","중랑구","망우본동"
"BE_IW16-0816","한식/중식/일식","전통음식","한식 일반","조선면옥","조선면옥","서울특별시","강남구","수서동"
"BE_IW16-0817","한식/중식/일식","전통음식","한식 일반","조선면옥","조선면옥","서울특별시","서초구","양재2동"
"BE_IW16-0818","한식/중식/일식","전통음식","한식 일반","조선면옥","조선면옥","서울특별시","서초구","반포4동"
"BE_IW16-0819","한식/중식/일식","전통음식","한식 일반","조선옥","조선옥","서울특별시","강북구","미아동"
"BE_IW16-0820","한식/중식/일식","전통음식","한식 일반","조선옥","조선옥","서울특별시","노원구","상계2동"
"BE_IW16-0821","한식/중식/일식","전통음식","한식 일반","종가집","종가집","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0822","한식/중식/일식","전통음식","한식 일반","좋구먼","좋구먼","서울특별시","은평구","응암1동"
"BE_IW16-0823","한식/중식/일식","전통음식","한식 일반","좋구먼/봉천역점","좋구먼봉천역점","서울특별시","관악구","청룡동"
"BE_IW16-0824","한식/중식/일식","전통음식","한식 일반","주문진","주문진","서울특별시","양천구","목1동"
"BE_IW16-0825","한식/중식/일식","전통음식","한식 일반","지리산아침","지리산아침","서울특별시","서초구","방배1동"
"BE_IW16-0826","한식/중식/일식","전통음식","한식 일반","지호한방삼계탕","지호한방삼계탕","서울특별시","도봉구","창1동"
"BE_IW16-0827","한식/중식/일식","전통음식","한식 일반","지호한방삼계탕/연희점","지호한방삼계탕연희점","서울특별시","서대문구","연희동"
"BE_IW16-0885","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","중랑구","면목제3.8동"
"BE_IW16-0886","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","동대문구","용신동"
"BE_IW16-0887","한식/중식/일식","전통음식","한식 일반","청해대게타운","청해대게타운","서울특별시","양천구","신정2동"
"BE_IW16-0888","한식/중식/일식","전통음식","한식 일반","청해진","청해진","서울특별시","성북구","월곡2동"
"BE_IW16-0889","한식/중식/일식","전통음식","한식 일반","청해진","청해진","서울특별시","강동구","성내1동"
"BE_IW16-0890","한식/중식/일식","전통음식","한식 일반","초가집","초가집","서울특별시","강남구","논현2동"
"BE_IW16-0891","한식/중식/일식","전통음식","한식 일반","초가집","초가집","서울특별시","강북구","우이동"
"BE_IW16-0892","한식/중식/일식","전통음식","한식 일반","초가집","초가집","서울특별시","서초구","서초3동"
"BE_IW16-0893","한식/중식/일식","전통음식","한식 일반","초가집","초가집","서울특별시","구로구","구로5동"
"BE_IW16-0894","한식/중식/일식","전통음식","한식 일반","초당","초당","서울특별시","종로구","종로5.6가동"
"BE_IW16-0895","한식/중식/일식","전통음식","한식 일반","초동집","초동집","서울특별시","서초구","방배2동"
"BE_IW16-0896","한식/중식/일식","전통음식","한식 일반","초원","초원","서울특별시","구로구","구로5동"
"BE_IW16-0897","한식/중식/일식","전통음식","한식 일반","초원","초원","서울특별시","강북구","우이동"
"BE_IW16-0898","한식/중식/일식","전통음식","한식 일반","초원","초원","서울특별시","강남구","삼성1동"
"BE_IW16-0899","한식/중식/일식","전통음식","한식 일반","초원가든","초원가든","서울특별시","강북구","우이동"
"BE_IW16-0900","한식/중식/일식","전통음식","한식 일반","초원가든","초원가든","서울특별시","구로구","구로5동"
"BE_IW16-0901","한식/중식/일식","전통음식","한식 일반","초원가든","초원가든","서울특별시","종로구","가회동"
"BE_IW16-0902","한식/중식/일식","전통음식","한식 일반","초원식당","초원식당","서울특별시","구로구","고척2동"
"BE_IW16-0903","한식/중식/일식","전통음식","한식 일반","초원식당","초원식당","서울특별시","금천구","가산동"
"BE_IW16-0904","한식/중식/일식","전통음식","한식 일반","초원식당","초원식당","서울특별시","관악구","미성동"
"BE_IW16-0905","한식/중식/일식","전통음식","한식 일반","초원식당","초원식당","서울특별시","강남구","청담동"
"BE_IW16-0906","한식/중식/일식","전통음식","한식 일반","초원식당","초원식당","서울특별시","광진구","중곡2동"
"BE_IW16-0907","한식/중식/일식","전통음식","한식 일반","최고집","최고집","서울특별시","마포구","성산2동"
"BE_IW16-0908","한식/중식/일식","전통음식","한식 일반","최고집","최고집","서울특별시","서초구","서초3동"
"BE_IW16-0909","한식/중식/일식","전통음식","한식 일반","최고집칼국수","최고집칼국수","서울특별시","은평구","역촌동"
"BE_IW16-0910","한식/중식/일식","전통음식","한식 일반","추풍령감자탕","추풍령감자탕","서울특별시","강동구","성내2동"
"BE_IW16-0911","한식/중식/일식","전통음식","한식 일반","추풍령감자탕","추풍령감자탕","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0912","한식/중식/일식","전통음식","한식 일반","춘자대구탕","춘자대구탕","서울특별시","마포구","서교동"
"BE_IW16-0913","한식/중식/일식","전통음식","한식 일반","춘천옥","춘천옥","서울특별시","금천구","가산동"
"BE_IW16-0914","한식/중식/일식","전통음식","한식 일반","춘천왕닭갈비","춘천왕닭갈비","서울특별시","동대문구","회기동"
"BE_IW16-0915","한식/중식/일식","전통음식","한식 일반","춘천집","춘천집","서울특별시","종로구","평창동"
"BE_IW16-0916","한식/중식/일식","전통음식","한식 일반","춘천집","춘천집","서울특별시","양천구","목1동"
"BE_IW16-0917","한식/중식/일식","전통음식","한식 일반","춘하추동","춘하추동","서울특별시","용산구","효창동"
"BE_IW16-0918","한식/중식/일식","전통음식","한식 일반","춘하추동","춘하추동","서울특별시","은평구","진관동"
"BE_IW16-0919","한식/중식/일식","전통음식","한식 일반","춘하추동","춘하추동","서울특별시","서초구","서초2동"
"BE_IW16-0920","한식/중식/일식","전통음식","한식 일반","춘향골남원추어탕","춘향골남원추어탕","서울특별시","송파구","가락본동"
"BE_IW16-0921","한식/중식/일식","전통음식","한식 일반","충무로쭈꾸미/불고기","충무로쭈꾸미불고기","서울특별시","중구","필동"
"BE_IW16-0922","한식/중식/일식","전통음식","한식 일반","코기코기","코기코기","서울특별시","강남구","압구정동"
"BE_IW16-0923","한식/중식/일식","전통음식","한식 일반","코바코","코바코","서울특별시","강남구","대치2동"
"BE_IW16-0924","한식/중식/일식","전통음식","한식 일반","콩나물국밥","콩나물국밥","서울특별시","강남구","개포4동"
"BE_IW16-0925","한식/중식/일식","전통음식","한식 일반","콩사랑","콩사랑","서울특별시","종로구","가회동"
"BE_IW16-0926","한식/중식/일식","전통음식","한식 일반","쿠다이닝","쿠다이닝","서울특별시","강남구","청담동"
"BE_IW16-0927","한식/중식/일식","전통음식","한식 일반","큰바위","큰바위","서울특별시","은평구","대조동"
"BE_IW16-0928","한식/중식/일식","전통음식","한식 일반","큰집","큰집","서울특별시","강남구","대치2동"
"BE_IW16-0929","한식/중식/일식","전통음식","한식 일반","태능숯불갈비","태능숯불갈비","서울특별시","성동구","용답동"
"BE_IW16-0930","한식/중식/일식","전통음식","한식 일반","태안수산","태안수산","서울특별시","은평구","불광2동"
"BE_IW16-0931","한식/중식/일식","전통음식","한식 일반","태평양수산","태평양수산","서울특별시","송파구","장지동"
"BE_IW16-0932","한식/중식/일식","전통음식","한식 일반","텃밭","텃밭","서울특별시","강북구","번1동"
"BE_IW16-0933","한식/중식/일식","전통음식","한식 일반","토담","토담","서울특별시","중구","광희동"
"BE_IW16-0934","한식/중식/일식","전통음식","한식 일반","토담","토담","서울특별시","마포구","대흥동"
"BE_IW16-0935","한식/중식/일식","전통음식","한식 일반","토담","토담","서울특별시","강북구","송중동"
"BE_IW16-0936","한식/중식/일식","전통음식","한식 일반","토담","토담","서울특별시","관악구","대학동"
"BE_IW16-0937","한식/중식/일식","전통음식","한식 일반","토담","토담","서울특별시","관악구","대학동"
"BE_IW16-0938","한식/중식/일식","전통음식","한식 일반","토담골","토담골","서울특별시","양천구","신정1동"
"BE_IW16-0939","한식/중식/일식","전통음식","한식 일반","토담골","토담골","서울특별시","금천구","시흥1동"
"BE_IW16-0660","한식/중식/일식","전통음식","한식 일반","와세다야","와세다야","서울특별시","강남구","청담동"
"BE_IW16-0661","한식/중식/일식","전통음식","한식 일반","왕가","왕가","서울특별시","강북구","우이동"
"BE_IW16-0662","한식/중식/일식","전통음식","한식 일반","왕돌잠","왕돌잠","서울특별시","종로구","사직동"
"BE_IW16-0828","한식/중식/일식","전통음식","한식 일반","진가방숯불갈비","진가방숯불갈비","서울특별시","은평구","신사1동"
"BE_IW16-0829","한식/중식/일식","전통음식","한식 일반","진도집","진도집","서울특별시","서초구","서초4동"
"BE_IW16-0830","한식/중식/일식","전통음식","한식 일반","진도집","진도집","서울특별시","중구","회현동"
"BE_IW16-0831","한식/중식/일식","전통음식","한식 일반","진미관","진미관","서울특별시","강동구","둔촌2동"
"BE_IW16-0832","한식/중식/일식","전통음식","한식 일반","진미식당","진미식당","서울특별시","성동구","행당2동"
"BE_IW16-0833","한식/중식/일식","전통음식","한식 일반","진미식당","진미식당","서울특별시","동작구","흑석동"
"BE_IW16-0834","한식/중식/일식","전통음식","한식 일반","진미식당","진미식당","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0835","한식/중식/일식","전통음식","한식 일반","진미식당","진미식당","서울특별시","종로구","창신1동"
"BE_IW16-0836","한식/중식/일식","전통음식","한식 일반","진미정","진미정","서울특별시","용산구","남영동"
"BE_IW16-0837","한식/중식/일식","전통음식","한식 일반","진미정","진미정","서울특별시","관악구","조원동"
"BE_IW16-0838","한식/중식/일식","전통음식","한식 일반","진미집","진미집","서울특별시","강남구","삼성2동"
"BE_IW16-0839","한식/중식/일식","전통음식","한식 일반","진미집","진미집","서울특별시","영등포구","당산2동"
"BE_IW16-0840","한식/중식/일식","전통음식","한식 일반","진사댁","진사댁","서울특별시","마포구","용강동"
"BE_IW16-0841","한식/중식/일식","전통음식","한식 일반","진상서초점","진상서초점","서울특별시","서초구","서초2동"
"BE_IW16-0842","한식/중식/일식","전통음식","한식 일반","진주집","진주집","서울특별시","종로구","종로5.6가동"
"BE_IW16-0843","한식/중식/일식","전통음식","한식 일반","참나무집","참나무집","서울특별시","관악구","남현동"
"BE_IW16-0844","한식/중식/일식","전통음식","한식 일반","참나무집","참나무집","서울특별시","마포구","아현동"
"BE_IW16-0845","한식/중식/일식","전통음식","한식 일반","참누렁소가든","참누렁소가든","서울특별시","노원구","하계1동"
"BE_IW16-0846","한식/중식/일식","전통음식","한식 일반","참맛골","참맛골","서울특별시","성북구","보문동"
"BE_IW16-0847","한식/중식/일식","전통음식","한식 일반","참배나무골/여의도점","참배나무골여의도점","서울특별시","영등포구","여의동"
"BE_IW16-0848","한식/중식/일식","전통음식","한식 일반","참새방앗간","참새방앗간","서울특별시","도봉구","도봉1동"
"BE_IW16-0849","한식/중식/일식","전통음식","한식 일반","참새방앗간","참새방앗간","서울특별시","동대문구","이문1동"
"BE_IW16-0850","한식/중식/일식","전통음식","한식 일반","참숯골","참숯골","서울특별시","서대문구","홍은2동"
"BE_IW16-0851","한식/중식/일식","전통음식","한식 일반","참숯골","참숯골","서울특별시","중구","명동"
"BE_IW16-0852","한식/중식/일식","전통음식","한식 일반","참이맛감자탕","참이맛감자탕","서울특별시","노원구","상계2동"
"BE_IW16-0853","한식/중식/일식","전통음식","한식 일반","참이맛뼈다귀","참이맛뼈다귀","서울특별시","마포구","서교동"
"BE_IW16-0854","한식/중식/일식","전통음식","한식 일반","채근담","채근담","서울특별시","강남구","대치2동"
"BE_IW16-0855","한식/중식/일식","전통음식","한식 일반","채석강","채석강","서울특별시","서초구","서초1동"
"BE_IW16-0856","한식/중식/일식","전통음식","한식 일반","채선당","채선당","서울특별시","마포구","서교동"
"BE_IW16-0857","한식/중식/일식","전통음식","한식 일반","채선당","채선당","서울특별시","강서구","등촌1동"
"BE_IW16-0858","한식/중식/일식","전통음식","한식 일반","채선당명일점","채선당명일점","서울특별시","강동구","명일2동"
"BE_IW16-0859","한식/중식/일식","전통음식","한식 일반","천하태평","천하태평","서울특별시","강서구","화곡3동"
"BE_IW16-0860","한식/중식/일식","전통음식","한식 일반","첨벙","첨벙","서울특별시","강남구","대치1동"
"BE_IW16-0861","한식/중식/일식","전통음식","한식 일반","청계산맛고을","청계산맛고을","서울특별시","서초구","양재2동"
"BE_IW16-0862","한식/중식/일식","전통음식","한식 일반","청계숯불생고기","청계숯불생고기","서울특별시","송파구","가락본동"
"BE_IW16-0863","한식/중식/일식","전통음식","한식 일반","청기와","청기와","서울특별시","강서구","공항동"
"BE_IW16-0864","한식/중식/일식","전통음식","한식 일반","청기와집","청기와집","서울특별시","서초구","방배4동"
"BE_IW16-0865","한식/중식/일식","전통음식","한식 일반","청기와집","청기와집","서울특별시","노원구","공릉1동"
"BE_IW16-0866","한식/중식/일식","전통음식","한식 일반","청담골","청담골","서울특별시","강남구","청담동"
"BE_IW16-0867","한식/중식/일식","전통음식","한식 일반","청담복집","청담복집","서울특별시","강남구","청담동"
"BE_IW16-0868","한식/중식/일식","전통음식","한식 일반","청마루","청마루","서울특별시","강동구","길동"
"BE_IW16-0869","한식/중식/일식","전통음식","한식 일반","청목","청목","서울특별시","송파구","삼전동"
"BE_IW16-0870","한식/중식/일식","전통음식","한식 일반","청산가든","청산가든","서울특별시","강북구","우이동"
"BE_IW16-0871","한식/중식/일식","전통음식","한식 일반","청솔식당","청솔식당","서울특별시","송파구","풍납2동"
"BE_IW16-0872","한식/중식/일식","전통음식","한식 일반","청솔식당","청솔식당","서울특별시","은평구","증산동"
"BE_IW16-0873","한식/중식/일식","전통음식","한식 일반","청송면옥","청송면옥","서울특별시","관악구","보라매동"
"BE_IW16-0874","한식/중식/일식","전통음식","한식 일반","청수","청수","서울특별시","중구","광희동"
"BE_IW16-0875","한식/중식/일식","전통음식","한식 일반","청수면옥","청수면옥","서울특별시","관악구","대학동"
"BE_IW16-0876","한식/중식/일식","전통음식","한식 일반","청수보리밥","청수보리밥","서울특별시","강북구","수유3동"
"BE_IW16-0877","한식/중식/일식","전통음식","한식 일반","청수복국","청수복국","서울특별시","강남구","신사동"
"BE_IW16-0878","한식/중식/일식","전통음식","한식 일반","청수정","청수정","서울특별시","종로구","삼청동"
"BE_IW16-0879","한식/중식/일식","전통음식","한식 일반","청정회수산","청정회수산","서울특별시","강남구","논현1동"
"BE_IW16-0880","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","성동구","마장동"
"BE_IW16-0881","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","금천구","시흥1동"
"BE_IW16-0882","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","성북구","삼선동"
"BE_IW16-0883","한식/중식/일식","전통음식","한식 일반","청진동해장국","청진동해장국","서울특별시","강서구","등촌2동"
"BE_IW16-0998","한식/중식/일식","전통음식","한식 일반","한소반","한소반","서울특별시","서초구","내곡동"
"BE_IW16-0999","한식/중식/일식","전통음식","한식 일반","한솔정","한솔정","서울특별시","서대문구","남가좌2동"
"BE_IW16-1000","한식/중식/일식","전통음식","한식 일반","한솥도시락","한솥도시락","서울특별시","관악구","대학동"
"BE_IW16-1001","한식/중식/일식","전통음식","한식 일반","한솥도시락","한솥도시락","서울특별시","광진구","화양동"
"BE_IW16-1002","한식/중식/일식","전통음식","한식 일반","한솥도시락","한솥도시락","서울특별시","노원구","중계1동"
"BE_IW16-1003","한식/중식/일식","전통음식","한식 일반","한양가든","한양가든","서울특별시","강북구","번1동"
"BE_IW16-1004","한식/중식/일식","전통음식","한식 일반","한옥","한옥","서울특별시","종로구","무악동"
"BE_IW16-1005","한식/중식/일식","전통음식","한식 일반","한옥식당","한옥식당","서울특별시","성북구","정릉3동"
"BE_IW16-1006","한식/중식/일식","전통음식","한식 일반","한우리","한우리","서울특별시","강남구","개포2동"
"BE_IW16-1007","한식/중식/일식","전통음식","한식 일반","한우마을","한우마을","서울특별시","강북구","우이동"
"BE_IW16-1008","한식/중식/일식","전통음식","한식 일반","한우마을","한우마을","서울특별시","중구","황학동"
"BE_IW16-1009","한식/중식/일식","전통음식","한식 일반","한우만","한우만","서울특별시","서초구","서초3동"
"BE_IW16-1010","한식/중식/일식","전통음식","한식 일반","한우촌","한우촌","서울특별시","중구","을지로동"
"BE_IW16-1011","한식/중식/일식","전통음식","한식 일반","한우촌","한우촌","서울특별시","마포구","상암동"
"BE_IW16-1012","한식/중식/일식","전통음식","한식 일반","한우한마리","한우한마리","서울특별시","강서구","화곡1동"
"BE_IW16-1013","한식/중식/일식","전통음식","한식 일반","한우향기","한우향기","서울특별시","종로구","평창동"
"BE_IW16-1014","한식/중식/일식","전통음식","한식 일반","한울","한울","서울특별시","서초구","방배3동"
"BE_IW16-1015","한식/중식/일식","전통음식","한식 일반","한일관","한일관","서울특별시","강남구","압구정동"
"BE_IW16-1016","한식/중식/일식","전통음식","한식 일반","한일식당","한일식당","서울특별시","도봉구","쌍문3동"
"BE_IW16-1017","한식/중식/일식","전통음식","한식 일반","한일장","한일장","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-1018","한식/중식/일식","전통음식","한식 일반","한촌설렁탕","한촌설렁탕","서울특별시","강동구","성내3동"
"BE_IW16-1019","한식/중식/일식","전통음식","한식 일반","한탄강","한탄강","서울특별시","강서구","화곡1동"
"BE_IW16-1020","한식/중식/일식","전통음식","한식 일반","할매재첩국","할매재첩국","서울특별시","강남구","대치2동"
"BE_IW16-1021","한식/중식/일식","전통음식","한식 일반","함경면옥","함경면옥","서울특별시","용산구","한강로동"
"BE_IW16-1022","한식/중식/일식","전통음식","한식 일반","함지","함지","서울특별시","관악구","성현동"
"BE_IW16-1023","한식/중식/일식","전통음식","한식 일반","함흥냉면","함흥냉면","서울특별시","은평구","역촌동"
"BE_IW16-1024","한식/중식/일식","전통음식","한식 일반","함흥면옥","함흥면옥","서울특별시","중랑구","면목5동"
"BE_IW16-1025","한식/중식/일식","전통음식","한식 일반","항아리","항아리","서울특별시","성북구","정릉3동"
"BE_IW16-1026","한식/중식/일식","전통음식","한식 일반","항아리집","항아리집","서울특별시","은평구","응암3동"
"BE_IW16-1027","한식/중식/일식","전통음식","한식 일반","항아리칼국수","항아리칼국수","서울특별시","강북구","우이동"
"BE_IW16-1028","한식/중식/일식","전통음식","한식 일반","해궁막회식당","해궁막회식당","서울특별시","마포구","성산2동"
"BE_IW16-1029","한식/중식/일식","전통음식","한식 일반","해뜨는집","해뜨는집","서울특별시","중랑구","상봉2동"
"BE_IW16-1030","한식/중식/일식","전통음식","한식 일반","해뜨는집","해뜨는집","서울특별시","은평구","수색동"
"BE_IW16-1031","한식/중식/일식","전통음식","한식 일반","해마루","해마루","서울특별시","동대문구","제기동"
"BE_IW16-1032","한식/중식/일식","전통음식","한식 일반","해마루","해마루","서울특별시","강북구","우이동"
"BE_IW16-1033","한식/중식/일식","전통음식","한식 일반","해물나라","해물나라","서울특별시","마포구","용강동"
"BE_IW16-1034","한식/중식/일식","전통음식","한식 일반","해물마을","해물마을","서울특별시","영등포구","신길1동"
"BE_IW16-1035","한식/중식/일식","전통음식","한식 일반","해물촌","해물촌","서울특별시","구로구","오류2동"
"BE_IW16-1036","한식/중식/일식","전통음식","한식 일반","해물칼국수","해물칼국수","서울특별시","강서구","화곡1동"
"BE_IW16-1037","한식/중식/일식","전통음식","한식 일반","해밀","해밀","서울특별시","은평구","응암1동"
"BE_IW16-1038","한식/중식/일식","전통음식","한식 일반","해성가든","해성가든","서울특별시","서초구","내곡동"
"BE_IW16-1039","한식/중식/일식","전통음식","한식 일반","해오름","해오름","서울특별시","동작구","사당4동"
"BE_IW16-1040","한식/중식/일식","전통음식","한식 일반","해오름","해오름","서울특별시","서대문구","남가좌2동"
"BE_IW16-1041","한식/중식/일식","전통음식","한식 일반","해원","해원","서울특별시","노원구","공릉1동"
"BE_IW16-1042","한식/중식/일식","전통음식","한식 일반","해월토장집","해월토장집","서울특별시","강서구","등촌3동"
"BE_IW16-1043","한식/중식/일식","전통음식","한식 일반","해초록사랑","해초록사랑","서울특별시","강남구","삼성2동"
"BE_IW16-1044","한식/중식/일식","전통음식","한식 일반","해피타임","해피타임","서울특별시","강서구","화곡2동"
"BE_IW16-1045","한식/중식/일식","전통음식","한식 일반","행복한밥상","행복한밥상","서울특별시","종로구","혜화동"
"BE_IW16-1046","한식/중식/일식","전통음식","한식 일반","향나무집","향나무집","서울특별시","마포구","도화동"
"BE_IW16-1047","한식/중식/일식","전통음식","한식 일반","향나무집","향나무집","서울특별시","서초구","서초3동"
