"키","분류1","분류2","분류3","검색어","명칭","행정 시","행정 구","행정 동"
"BE_IW16-0364","한식/중식/일식","전통음식","한식 일반","버드나무집","버드나무집","서울특별시","송파구","오금동"
"BE_IW16-0365","한식/중식/일식","전통음식","한식 일반","버드나무집","버드나무집","서울특별시","강남구","역삼1동"
"BE_IW16-0366","한식/중식/일식","전통음식","한식 일반","버드나무집","버드나무집","서울특별시","마포구","아현동"
"BE_IW16-0083","한식/중식/일식","전통음식","한식 일반","고향식당","고향식당","서울특별시","구로구","개봉1동"
"BE_IW16-0084","한식/중식/일식","전통음식","한식 일반","고향식당","고향식당","서울특별시","강남구","논현2동"
"BE_IW16-0085","한식/중식/일식","전통음식","한식 일반","고향쌈밥","고향쌈밥","서울특별시","구로구","개봉1동"
"BE_IW16-0086","한식/중식/일식","전통음식","한식 일반","고향집","고향집","서울특별시","광진구","구의1동"
"BE_IW16-0087","한식/중식/일식","전통음식","한식 일반","고향집","고향집","서울특별시","강남구","논현2동"
"BE_IW16-0088","한식/중식/일식","전통음식","한식 일반","고향집","고향집","서울특별시","성북구","보문동"
"BE_IW16-0089","한식/중식/일식","전통음식","한식 일반","고향집","고향집","서울특별시","관악구","중앙동"
"BE_IW16-0090","한식/중식/일식","전통음식","한식 일반","고향집","고향집","서울특별시","서초구","서초1동"
"BE_IW16-0091","한식/중식/일식","전통음식","한식 일반","고흥식당","고흥식당","서울특별시","강서구","화곡1동"
"BE_IW16-0092","한식/중식/일식","전통음식","한식 일반","골방집","골방집","서울특별시","강북구","번1동"
"BE_IW16-0093","한식/중식/일식","전통음식","한식 일반","곰국시집","곰국시집","서울특별시","중구","명동"
"BE_IW16-0094","한식/중식/일식","전통음식","한식 일반","곰국시집","곰국시집","서울특별시","중구","명동"
"BE_IW16-0095","한식/중식/일식","전통음식","한식 일반","곰마루","곰마루","서울특별시","종로구","교남동"
"BE_IW16-0096","한식/중식/일식","전통음식","한식 일반","곰바위","곰바위","서울특별시","강남구","삼성1동"
"BE_IW16-0097","한식/중식/일식","전통음식","한식 일반","곰솥집","곰솥집","서울특별시","중구","명동"
"BE_IW16-0098","한식/중식/일식","전통음식","한식 일반","곰탕집","곰탕집","서울특별시","성북구","동선동"
"BE_IW16-0099","한식/중식/일식","전통음식","한식 일반","공원가든","공원가든","서울특별시","구로구","구로5동"
"BE_IW16-0100","한식/중식/일식","전통음식","한식 일반","공원산장","공원산장","서울특별시","강북구","우이동"
"BE_IW16-0101","한식/중식/일식","전통음식","한식 일반","공주집","공주집","서울특별시","노원구","상계1동"
"BE_IW16-0102","한식/중식/일식","전통음식","한식 일반","광양불고기","광양불고기","서울특별시","양천구","신월4동"
"BE_IW16-0103","한식/중식/일식","전통음식","한식 일반","광양불고기","광양불고기","서울특별시","송파구","석촌동"
"BE_IW16-0104","한식/중식/일식","전통음식","한식 일반","광양불고기","광양불고기","서울특별시","서초구","반포4동"
"BE_IW16-0105","한식/중식/일식","전통음식","한식 일반","광양불고기/본가","광양불고기본가","서울특별시","강남구","대치2동"
"BE_IW16-0106","한식/중식/일식","전통음식","한식 일반","광화문집","광화문집","서울특별시","종로구","사직동"
"BE_IW16-0107","한식/중식/일식","전통음식","한식 일반","구운몽","구운몽","서울특별시","강남구","역삼1동"
"BE_IW16-0108","한식/중식/일식","전통음식","한식 일반","국수집","국수집","서울특별시","금천구","독산1동"
"BE_IW16-0109","한식/중식/일식","전통음식","한식 일반","국시집","국시집","서울특별시","성북구","성북동"
"BE_IW16-0110","한식/중식/일식","전통음식","한식 일반","국화정원","국화정원","서울특별시","성북구","성북동"
"BE_IW16-0111","한식/중식/일식","전통음식","한식 일반","굴사냥","굴사냥","서울특별시","영등포구","영등포본동"
"BE_IW16-0112","한식/중식/일식","전통음식","한식 일반","굿모닝","굿모닝","서울특별시","송파구","석촌동"
"BE_IW16-0113","한식/중식/일식","전통음식","한식 일반","궁","궁","서울특별시","동대문구","이문1동"
"BE_IW16-0114","한식/중식/일식","전통음식","한식 일반","궁연/청담점","궁연청담점","서울특별시","강남구","청담동"
"BE_IW16-0115","한식/중식/일식","전통음식","한식 일반","궁중오리","궁중오리","서울특별시","송파구","거여1동"
"BE_IW16-0116","한식/중식/일식","전통음식","한식 일반","그린","그린","서울특별시","서대문구","홍제1동"
"BE_IW16-0117","한식/중식/일식","전통음식","한식 일반","그린하우스","그린하우스","서울특별시","종로구","평창동"
"BE_IW16-0118","한식/중식/일식","전통음식","한식 일반","금강산","금강산","서울특별시","동대문구","이문1동"
"BE_IW16-0119","한식/중식/일식","전통음식","한식 일반","금강산","금강산","서울특별시","강남구","논현2동"
"BE_IW16-0120","한식/중식/일식","전통음식","한식 일반","금강산","금강산","서울특별시","마포구","아현동"
"BE_IW16-0121","한식/중식/일식","전통음식","한식 일반","금강산감자탕","금강산감자탕","서울특별시","강동구","암사1동"
"BE_IW16-0122","한식/중식/일식","전통음식","한식 일반","금강산감자탕","금강산감자탕","서울특별시","용산구","청파동"
"BE_IW16-0123","한식/중식/일식","전통음식","한식 일반","금강호민물장어","금강호민물장어","서울특별시","양천구","신월1동"
"BE_IW16-0124","한식/중식/일식","전통음식","한식 일반","금모래","금모래","서울특별시","강남구","역삼1동"
"BE_IW16-0125","한식/중식/일식","전통음식","한식 일반","금수복국","금수복국","서울특별시","강남구","압구정동"
"BE_IW16-0126","한식/중식/일식","전통음식","한식 일반","금천식당","금천식당","서울특별시","영등포구","양평1동"
"BE_IW16-0127","한식/중식/일식","전통음식","한식 일반","기꾸","기꾸","서울특별시","용산구","남영동"
"BE_IW16-0128","한식/중식/일식","전통음식","한식 일반","기와집","기와집","서울특별시","강북구","우이동"
"BE_IW16-0129","한식/중식/일식","전통음식","한식 일반","기와집","기와집","서울특별시","중랑구","면목제3.8동"
"BE_IW16-0130","한식/중식/일식","전통음식","한식 일반","김밥사랑","김밥사랑","서울특별시","관악구","신림동"
"BE_IW16-0131","한식/중식/일식","전통음식","한식 일반","김삼보","김삼보","서울특별시","중구","광희동"
"BE_IW16-0132","한식/중식/일식","전통음식","한식 일반","꿈꾸는돼지","꿈꾸는돼지","서울특별시","강서구","화곡3동"
"BE_IW16-0133","한식/중식/일식","전통음식","한식 일반","꿈꾸는소나무","꿈꾸는소나무","서울특별시","강동구","천호1동"
"BE_IW16-0134","한식/중식/일식","전통음식","한식 일반","나루터","나루터","서울특별시","마포구","도화동"
"BE_IW16-0135","한식/중식/일식","전통음식","한식 일반","나주식당","나주식당","서울특별시","중랑구","묵2동"
"BE_IW16-0136","한식/중식/일식","전통음식","한식 일반","낙원","낙원","서울특별시","동대문구","장안1동"
"BE_IW16-0137","한식/중식/일식","전통음식","한식 일반","낙원","낙원","서울특별시","서초구","서초2동"
"BE_IW16-0138","한식/중식/일식","전통음식","한식 일반","낙지마당","낙지마당","서울특별시","금천구","독산2동"
"BE_IW16-0139","한식/중식/일식","전통음식","한식 일반","낙지마당","낙지마당","서울특별시","성북구","장위2동"
"BE_IW16-0140","한식/중식/일식","전통음식","한식 일반","낙지마을","낙지마을","서울특별시","강남구","일원1동"
"BE_IW16-0141","한식/중식/일식","전통음식","한식 일반","낙지마을","낙지마을","서울특별시","강동구","성내2동"
"BE_IW16-0142","한식/중식/일식","전통음식","한식 일반","남도","남도","서울특별시","관악구","조원동"
"BE_IW16-0143","한식/중식/일식","전통음식","한식 일반","남도마루","남도마루","서울특별시","송파구","오금동"
"BE_IW16-0144","한식/중식/일식","전통음식","한식 일반","남도식당","남도식당","서울특별시","동작구","대방동"
"BE_IW16-0145","한식/중식/일식","전통음식","한식 일반","남도식당","남도식당","서울특별시","양천구","신정4동"
"BE_IW16-0146","한식/중식/일식","전통음식","한식 일반","남매집","남매집","서울특별시","서대문구","천연동"
"BE_IW16-0147","한식/중식/일식","전통음식","한식 일반","남미옥","남미옥","서울특별시","서초구","서초1동"
"BE_IW16-0148","한식/중식/일식","전통음식","한식 일반","남북통일","남북통일","서울특별시","마포구","서교동"
"BE_IW16-0149","한식/중식/일식","전통음식","한식 일반","남성","남성","서울특별시","마포구","아현동"
"BE_IW16-0150","한식/중식/일식","전통음식","한식 일반","남원","남원","서울특별시","종로구","가회동"
"BE_IW16-0151","한식/중식/일식","전통음식","한식 일반","남원골추어탕","남원골추어탕","서울특별시","송파구","장지동"
"BE_IW16-0152","한식/중식/일식","전통음식","한식 일반","남원골추어탕","남원골추어탕","서울특별시","강북구","수유1동"
"BE_IW16-0153","한식/중식/일식","전통음식","한식 일반","남원식당","남원식당","서울특별시","구로구","개봉1동"
"BE_IW16-0154","한식/중식/일식","전통음식","한식 일반","남원식당","남원식당","서울특별시","송파구","잠실본동"
"BE_IW16-0155","한식/중식/일식","전통음식","한식 일반","남원식당","남원식당","서울특별시","용산구","남영동"
"BE_IW16-0156","한식/중식/일식","전통음식","한식 일반","남원집","남원집","서울특별시","서대문구","홍제3동"
"BE_IW16-0157","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","광진구","구의2동"
"BE_IW16-0158","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","마포구","성산1동"
"BE_IW16-0159","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","마포구","신수동"
"BE_IW16-0160","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","강서구","화곡1동"
"BE_IW16-0161","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","서초구","양재2동"
"BE_IW16-0162","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","중구","신당5동"
"BE_IW16-0163","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","종로구","종로5.6가동"
"BE_IW16-0164","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","동대문구","청량리동"
"BE_IW16-0165","한식/중식/일식","전통음식","한식 일반","남원추어탕","남원추어탕","서울특별시","영등포구","영등포동"
"BE_IW16-0223","한식/중식/일식","전통음식","한식 일반","도깨비한촌/스타점","도깨비한촌스타점","서울특별시","강남구","역삼1동"
"BE_IW16-0224","한식/중식/일식","전통음식","한식 일반","도장골","도장골","서울특별시","성동구","행당2동"
"BE_IW16-0225","한식/중식/일식","전통음식","한식 일반","독도참치","독도참치","서울특별시","동대문구","장안1동"
"BE_IW16-0226","한식/중식/일식","전통음식","한식 일반","돈가우가","돈가우가","서울특별시","서초구","서초4동"
"BE_IW16-0227","한식/중식/일식","전통음식","한식 일반","돈데이","돈데이","서울특별시","서대문구","신촌동"
"BE_IW16-0228","한식/중식/일식","전통음식","한식 일반","돈데이","돈데이","서울특별시","양천구","신정2동"
"BE_IW16-0229","한식/중식/일식","전통음식","한식 일반","돈부리","돈부리","서울특별시","강남구","역삼1동"
"BE_IW16-0230","한식/중식/일식","전통음식","한식 일반","돈수백","돈수백","서울특별시","마포구","서교동"
"BE_IW16-0231","한식/중식/일식","전통음식","한식 일반","돈우리","돈우리","서울특별시","양천구","신월3동"
"BE_IW16-0232","한식/중식/일식","전통음식","한식 일반","돈이좋은세상","돈이좋은세상","서울특별시","양천구","목4동"
"BE_IW16-0233","한식/중식/일식","전통음식","한식 일반","돈토","돈토","서울특별시","강서구","등촌1동"
"BE_IW16-0234","한식/중식/일식","전통음식","한식 일반","돌담집","돌담집","서울특별시","서초구","서초3동"
"BE_IW16-0235","한식/중식/일식","전통음식","한식 일반","돌담집","돌담집","서울특별시","금천구","시흥4동"
"BE_IW16-0236","한식/중식/일식","전통음식","한식 일반","동경식당","동경식당","서울특별시","성북구","정릉3동"
"BE_IW16-0237","한식/중식/일식","전통음식","한식 일반","동궁","동궁","서울특별시","강북구","번1동"
"BE_IW16-0238","한식/중식/일식","전통음식","한식 일반","동방","동방","서울특별시","강서구","공항동"
"BE_IW16-0239","한식/중식/일식","전통음식","한식 일반","동촌","동촌","서울특별시","광진구","자양1동"
"BE_IW16-0240","한식/중식/일식","전통음식","한식 일반","동촌","동촌","서울특별시","마포구","서교동"
"BE_IW16-0241","한식/중식/일식","전통음식","한식 일반","동해별관","동해별관","서울특별시","서대문구","천연동"
"BE_IW16-0242","한식/중식/일식","전통음식","한식 일반","동해별관","동해별관","서울특별시","강남구","논현1동"
"BE_IW16-0243","한식/중식/일식","전통음식","한식 일반","동해수산","동해수산","서울특별시","구로구","개봉1동"
"BE_IW16-0244","한식/중식/일식","전통음식","한식 일반","돼지농장","돼지농장","서울특별시","성동구","성수1가2동"
"BE_IW16-0245","한식/중식/일식","전통음식","한식 일반","돼지촌","돼지촌","서울특별시","양천구","신월3동"
"BE_IW16-0246","한식/중식/일식","전통음식","한식 일반","돼지촌","돼지촌","서울특별시","종로구","교남동"
"BE_IW16-0247","한식/중식/일식","전통음식","한식 일반","두레박","두레박","서울특별시","동작구","흑석동"
"BE_IW16-0248","한식/중식/일식","전통음식","한식 일반","두메산골","두메산골","서울특별시","은평구","응암3동"
"BE_IW16-0249","한식/중식/일식","전통음식","한식 일반","두메산골","두메산골","서울특별시","강남구","일원1동"
"BE_IW16-0250","한식/중식/일식","전통음식","한식 일반","두부촌","두부촌","서울특별시","서초구","서초3동"
"BE_IW16-0251","한식/중식/일식","전통음식","한식 일반","두부촌","두부촌","서울특별시","광진구","자양1동"
"BE_IW16-0252","한식/중식/일식","전통음식","한식 일반","두부한마당","두부한마당","서울특별시","은평구","진관동"
"BE_IW16-0166","한식/중식/일식","전통음식","한식 일반","남포면옥","남포면옥","서울특별시","강남구","논현2동"
"BE_IW16-0167","한식/중식/일식","전통음식","한식 일반","남한강","남한강","서울특별시","송파구","송파1동"
"BE_IW16-0168","한식/중식/일식","전통음식","한식 일반","남해수산","남해수산","서울특별시","양천구","신정2동"
"BE_IW16-0169","한식/중식/일식","전통음식","한식 일반","노랑저고리","노랑저고리","서울특별시","서초구","서초4동"
"BE_IW16-0170","한식/중식/일식","전통음식","한식 일반","논골집","논골집","서울특별시","서초구","방배1동"
"BE_IW16-0171","한식/중식/일식","전통음식","한식 일반","농가","농가","서울특별시","강동구","천호2동"
"BE_IW16-0172","한식/중식/일식","전통음식","한식 일반","누리","누리","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0173","한식/중식/일식","전통음식","한식 일반","뉴욕바닷가재","뉴욕바닷가재","서울특별시","강남구","청담동"
"BE_IW16-0174","한식/중식/일식","전통음식","한식 일반","느티나무집","느티나무집","서울특별시","중구","장충동"
"BE_IW16-0175","한식/중식/일식","전통음식","한식 일반","능이버섯백숙","능이버섯백숙","서울특별시","강북구","우이동"
"BE_IW16-0176","한식/중식/일식","전통음식","한식 일반","다미","다미","서울특별시","영등포구","여의동"
"BE_IW16-0177","한식/중식/일식","전통음식","한식 일반","다솜","다솜","서울특별시","영등포구","대림3동"
"BE_IW16-0178","한식/중식/일식","전통음식","한식 일반","다원","다원","서울특별시","용산구","한남동"
"BE_IW16-0179","한식/중식/일식","전통음식","한식 일반","다원","다원","서울특별시","송파구","방이1동"
"BE_IW16-0180","한식/중식/일식","전통음식","한식 일반","다원","다원","서울특별시","서초구","양재1동"
"BE_IW16-0181","한식/중식/일식","전통음식","한식 일반","단미","단미","서울특별시","강남구","세곡동"
"BE_IW16-0182","한식/중식/일식","전통음식","한식 일반","달식탁","달식탁","서울특별시","강남구","신사동"
"BE_IW16-0183","한식/중식/일식","전통음식","한식 일반","닭한마리","닭한마리","서울특별시","동대문구","제기동"
"BE_IW16-0184","한식/중식/일식","전통음식","한식 일반","닭한마리","닭한마리","서울특별시","강동구","성내1동"
"BE_IW16-0185","한식/중식/일식","전통음식","한식 일반","닭한마리","닭한마리","서울특별시","서대문구","신촌동"
"BE_IW16-0186","한식/중식/일식","전통음식","한식 일반","닭한마리","닭한마리","서울특별시","영등포구","영등포동"
"BE_IW16-0187","한식/중식/일식","전통음식","한식 일반","대관령","대관령","서울특별시","은평구","불광1동"
"BE_IW16-0188","한식/중식/일식","전통음식","한식 일반","대광","대광","서울특별시","은평구","응암3동"
"BE_IW16-0189","한식/중식/일식","전통음식","한식 일반","대나무집","대나무집","서울특별시","동작구","사당2동"
"BE_IW16-0190","한식/중식/일식","전통음식","한식 일반","대도식당","대도식당","서울특별시","용산구","청파동"
"BE_IW16-0191","한식/중식/일식","전통음식","한식 일반","대도식당","대도식당","서울특별시","중랑구","상봉1동"
"BE_IW16-0192","한식/중식/일식","전통음식","한식 일반","대도식당","대도식당","서울특별시","성북구","보문동"
"BE_IW16-0193","한식/중식/일식","전통음식","한식 일반","대도식당","대도식당","서울특별시","노원구","중계4동"
"BE_IW16-0194","한식/중식/일식","전통음식","한식 일반","대림정","대림정","서울특별시","종로구","청운효자동"
"BE_IW16-0195","한식/중식/일식","전통음식","한식 일반","대문","대문","서울특별시","도봉구","방학3동"
"BE_IW16-0196","한식/중식/일식","전통음식","한식 일반","대박집","대박집","서울특별시","마포구","아현동"
"BE_IW16-0197","한식/중식/일식","전통음식","한식 일반","대박집","대박집","서울특별시","강서구","방화1동"
"BE_IW16-0198","한식/중식/일식","전통음식","한식 일반","대박집","대박집","서울특별시","양천구","신월4동"
"BE_IW16-0199","한식/중식/일식","전통음식","한식 일반","대박집","대박집","서울특별시","서초구","잠원동"
"BE_IW16-0200","한식/중식/일식","전통음식","한식 일반","대복","대복","서울특별시","용산구","한강로동"
"BE_IW16-0201","한식/중식/일식","전통음식","한식 일반","대복집","대복집","서울특별시","종로구","사직동"
"BE_IW16-0202","한식/중식/일식","전통음식","한식 일반","대성","대성","서울특별시","종로구","종로1.2.3.4가동"
"BE_IW16-0203","한식/중식/일식","전통음식","한식 일반","대성","대성","서울특별시","성동구","용답동"
"BE_IW16-0204","한식/중식/일식","전통음식","한식 일반","대성식당","대성식당","서울특별시","성북구","월곡2동"
"BE_IW16-0205","한식/중식/일식","전통음식","한식 일반","대성식당","대성식당","서울특별시","용산구","한남동"
"BE_IW16-0206","한식/중식/일식","전통음식","한식 일반","대성식당","대성식당","서울특별시","송파구","가락1동"
"BE_IW16-0207","한식/중식/일식","전통음식","한식 일반","대운설렁탕","대운설렁탕","서울특별시","영등포구","신길6동"
"BE_IW16-0208","한식/중식/일식","전통음식","한식 일반","대원참숯갈비","대원참숯갈비","서울특별시","광진구","중곡2동"
"BE_IW16-0209","한식/중식/일식","전통음식","한식 일반","대장금","대장금","서울특별시","중구","장충동"
"BE_IW16-0210","한식/중식/일식","전통음식","한식 일반","대장금","대장금","서울특별시","강남구","삼성1동"
"BE_IW16-0211","한식/중식/일식","전통음식","한식 일반","대장금","대장금","서울특별시","은평구","신사2동"
"BE_IW16-0212","한식/중식/일식","전통음식","한식 일반","대정","대정","서울특별시","서초구","내곡동"
"BE_IW16-0213","한식/중식/일식","전통음식","한식 일반","대주밥상","대주밥상","서울특별시","양천구","신월6동"
"BE_IW16-0214","한식/중식/일식","전통음식","한식 일반","대청마루","대청마루","서울특별시","중구","필동"
"BE_IW16-0215","한식/중식/일식","전통음식","한식 일반","대청마루","대청마루","서울특별시","서초구","내곡동"
"BE_IW16-0216","한식/중식/일식","전통음식","한식 일반","대청마루","대청마루","서울특별시","구로구","구로2동"
"BE_IW16-0217","한식/중식/일식","전통음식","한식 일반","대촌","대촌","서울특별시","서초구","방배본동"
"BE_IW16-0218","한식/중식/일식","전통음식","한식 일반","대추나무집","대추나무집","서울특별시","구로구","수궁동"
"BE_IW16-0219","한식/중식/일식","전통음식","한식 일반","대추나무집","대추나무집","서울특별시","강북구","우이동"
"BE_IW16-0220","한식/중식/일식","전통음식","한식 일반","대한민국","대한민국","서울특별시","강남구","대치2동"
"BE_IW16-0221","한식/중식/일식","전통음식","한식 일반","대한회관","대한회관","서울특별시","금천구","가산동"
"BE_IW16-0222","한식/중식/일식","전통음식","한식 일반","대호","대호","서울특별시","중구","소공동"
"BE_IW16-0401","한식/중식/일식","전통음식","한식 일반","부산복집","부산복집","서울특별시","서초구","서초3동"
"BE_IW16-0026","한식/중식/일식","전통음식","한식 일반","갈매기의꿈","갈매기의꿈","서울특별시","성동구","왕십리도선동"
"BE_IW16-0027","한식/중식/일식","전통음식","한식 일반","감나무집","감나무집","서울특별시","강서구","방화3동"
"BE_IW16-0028","한식/중식/일식","전통음식","한식 일반","감나무집","감나무집","서울특별시","송파구","석촌동"
"BE_IW16-0029","한식/중식/일식","전통음식","한식 일반","감나무집","감나무집","서울특별시","강북구","수유2동"
"BE_IW16-0030","한식/중식/일식","전통음식","한식 일반","감미옥","감미옥","서울특별시","성북구","월곡1동"
"BE_IW16-0031","한식/중식/일식","전통음식","한식 일반","감자골","감자골","서울특별시","강남구","논현1동"
"BE_IW16-0032","한식/중식/일식","전통음식","한식 일반","감자바우","감자바우","서울특별시","강남구","압구정동"
"BE_IW16-0033","한식/중식/일식","전통음식","한식 일반","강가","강가","서울특별시","중구","명동"
"BE_IW16-0034","한식/중식/일식","전통음식","한식 일반","강강술래","강강술래","서울특별시","금천구","시흥1동"
"BE_IW16-0035","한식/중식/일식","전통음식","한식 일반","강강술래/상계점","강강술래상계점","서울특별시","노원구","상계1동"
"BE_IW16-0036","한식/중식/일식","전통음식","한식 일반","강강술래/신림점","강강술래신림점","서울특별시","관악구","서원동"
"BE_IW16-0037","한식/중식/일식","전통음식","한식 일반","강강술래/여의도점","강강술래여의도점","서울특별시","영등포구","여의동"
"BE_IW16-0038","한식/중식/일식","전통음식","한식 일반","강구항","강구항","서울특별시","강남구","논현2동"
"BE_IW16-0039","한식/중식/일식","전통음식","한식 일반","강남면옥","강남면옥","서울특별시","강남구","압구정동"
"BE_IW16-0040","한식/중식/일식","전통음식","한식 일반","강릉옛날집","강릉옛날집","서울특별시","강남구","논현2동"
"BE_IW16-0041","한식/중식/일식","전통음식","한식 일반","강릉집","강릉집","서울특별시","강남구","역삼1동"
"BE_IW16-0042","한식/중식/일식","전통음식","한식 일반","강릉집","강릉집","서울특별시","강동구","둔촌2동"
"BE_IW16-0043","한식/중식/일식","전통음식","한식 일반","강마루","강마루","서울특별시","광진구","구의2동"
"BE_IW16-0044","한식/중식/일식","전통음식","한식 일반","강서면옥","강서면옥","서울특별시","중구","소공동"
"BE_IW16-0045","한식/중식/일식","전통음식","한식 일반","강원정","강원정","서울특별시","용산구","원효로1동"
"BE_IW16-0046","한식/중식/일식","전통음식","한식 일반","강촌쌈밥","강촌쌈밥","서울특별시","성북구","월곡2동"
"BE_IW16-0047","한식/중식/일식","전통음식","한식 일반","개성면옥","개성면옥","서울특별시","성북구","정릉2동"
"BE_IW16-0048","한식/중식/일식","전통음식","한식 일반","개성면옥","개성면옥","서울특별시","구로구","구로2동"
"BE_IW16-0049","한식/중식/일식","전통음식","한식 일반","개성면옥","개성면옥","서울특별시","강서구","염창동"
"BE_IW16-0050","한식/중식/일식","전통음식","한식 일반","개성면옥","개성면옥","서울특별시","영등포구","신길6동"
"BE_IW16-0051","한식/중식/일식","전통음식","한식 일반","개성집","개성집","서울특별시","송파구","방이2동"
"BE_IW16-0052","한식/중식/일식","전통음식","한식 일반","개성집","개성집","서울특별시","강남구","논현1동"
"BE_IW16-0053","한식/중식/일식","전통음식","한식 일반","개울목","개울목","서울특별시","강북구","우이동"
"BE_IW16-0054","한식/중식/일식","전통음식","한식 일반","개화옥","개화옥","서울특별시","강남구","압구정동"
"BE_IW16-0055","한식/중식/일식","전통음식","한식 일반","갯마을","갯마을","서울특별시","광진구","구의3동"
"BE_IW16-0056","한식/중식/일식","전통음식","한식 일반","갯마을","갯마을","서울특별시","영등포구","당산1동"
"BE_IW16-0057","한식/중식/일식","전통음식","한식 일반","갯마을","갯마을","서울특별시","용산구","한강로동"
"BE_IW16-0058","한식/중식/일식","전통음식","한식 일반","갯벌낙지","갯벌낙지","서울특별시","송파구","가락본동"
"BE_IW16-0059","한식/중식/일식","전통음식","한식 일반","경복궁","경복궁","서울특별시","종로구","삼청동"
"BE_IW16-0060","한식/중식/일식","전통음식","한식 일반","경복궁","경복궁","서울특별시","강서구","우장산동"
"BE_IW16-0061","한식/중식/일식","전통음식","한식 일반","경복궁","경복궁","서울특별시","중구","을지로동"
"BE_IW16-0062","한식/중식/일식","전통음식","한식 일반","계곡산장","계곡산장","서울특별시","강북구","우이동"
"BE_IW16-0063","한식/중식/일식","전통음식","한식 일반","계림","계림","서울특별시","광진구","광장동"
"BE_IW16-0064","한식/중식/일식","전통음식","한식 일반","고갯마루","고갯마루","서울특별시","노원구","상계3.4동"
"BE_IW16-0065","한식/중식/일식","전통음식","한식 일반","고궁","고궁","서울특별시","중랑구","면목2동"
"BE_IW16-0066","한식/중식/일식","전통음식","한식 일반","고궁","고궁","서울특별시","중구","명동"
"BE_IW16-0067","한식/중식/일식","전통음식","한식 일반","고기나라","고기나라","서울특별시","동작구","상도1동"
"BE_IW16-0068","한식/중식/일식","전통음식","한식 일반","고기사랑","고기사랑","서울특별시","강남구","청담동"
"BE_IW16-0069","한식/중식/일식","전통음식","한식 일반","고기사랑","고기사랑","서울특별시","관악구","은천동"
"BE_IW16-0070","한식/중식/일식","전통음식","한식 일반","고기시장","고기시장","서울특별시","양천구","신월5동"
"BE_IW16-0071","한식/중식/일식","전통음식","한식 일반","고덕가든","고덕가든","서울특별시","강동구","고덕1동"
"BE_IW16-0072","한식/중식/일식","전통음식","한식 일반","고래불","고래불","서울특별시","강남구","역삼1동"
"BE_IW16-0073","한식/중식/일식","전통음식","한식 일반","고메홈","고메홈","서울특별시","강남구","대치4동"
"BE_IW16-0074","한식/중식/일식","전통음식","한식 일반","고모네원조콩탕","고모네원조콩탕","서울특별시","강동구","성내3동"